"category","taxon","island","sample_code","water_depth._m","dist_coast_km","long","lat","substrate_type","sequencin_run","ESVs","Kindgom","Phylum","Class","Order","Family","Genus","Species","X.Subject.accession","X.Identity.percentage","reads","pa","N","site_code"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15259","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_7637","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","unknowngenus","uncultured bacterium             ","JF272074",99.189,447,1,4.47039561023099,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15259","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_79","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","uncultured bacterium             ","KC878358",100,557,1,5.57049296397911,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15259","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_803","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","uncultured","unknowngenus","uncultured Planctomyces sp.            ","JQ516420",99.731,460,1,4.60040711567395,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15259","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_8203","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Winogradskyella haliclonae             ","KX640900",99.73,568,1,5.68050269935393,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15259","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_832","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4lineage","uncultured Planctomycetales bacterium            ","FJ652514",99.733,2560,1,25.602265687229,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15259","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_8935","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","metagenome              ","OBEP011472558",98.396,643,1,6.43056907690946,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_1086","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens tegetincola             ","MQVV01000012",100,870,1,21.1351177039665,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_1144","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","Alteromonas sp. TS-2016A            ","LC186462",100,340,1,8.25970117166505,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_1269","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","uncultured Alteromonas sp.            ","KC917611",100,803,1,19.5074707083736,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_128","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Breoghania","uncultured bacterium             ","FJ202909",100,1380,1,33.524669461464,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_1313","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","unknowngenus","Pustulibacterium marinum             ","FPBK01000031",100,1310,1,31.8241427496507,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","marine sediment metagenome            ","UOTE01000255",100,2038,1,49.5096205525099,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_165","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","marine sediment metagenome            ","UOSP01000960",100,800,1,19.4345909921531,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_186","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","unidentified marine bacterioplankton            ","KC002832",100,1605,1,38.9906481780071,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_19","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","uncultured bacterium             ","JN838374",100,639,1,15.5233795549823,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_211","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","marine metagenome             ","CEUZ01109214",100,1148,1,27.8886380737397,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_245","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unidentified marine bacterioplankton            ","KC001692",100,711,1,17.272492744276,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_2480","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Cerasicoccus","Cerasicoccus maritimus             ","AB372849",98.93,1569,1,38.1160915833602,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_264","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","uncultured bacterium             ","GU118711",100,623,1,15.1346877351392,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_28","Bacteria","SAR324clade(MarinegroupB)","unknownclass","unknownorder","unknownfamily","unknowngenus","metagenome              ","OBEP011220317",91.176,518,1,12.5838976674191,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_336","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","unidentified marine bacterioplankton            ","KC002832",99.73,726,1,17.6368913253789,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_341","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4lineage","uncultured bacterium             ","KU354091",99.733,740,1,17.9769966677416,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_36","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","marine sediment metagenome            ","UOSV01000259",100,832,1,20.2119746318392,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_38","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unknowngenus","uncultured Rhodobacterales bacterium            ","KX602047",98.925,1880,1,45.6712888315597,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_39","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas sp. I10            ","QJJN01000018",100,8199,1,199.180264430829,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_4034","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","uncultured","unknowngenus","uncultured bacterium             ","FJ203604",99.198,712,1,17.2967859830162,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_41","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","marine sediment metagenome            ","PPCM01002869",100,10592,1,257.313984736107,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_413","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","unidentified marine bacterioplankton            ","KC003425",100,297,1,7.21509190583683,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_4522","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","AcrophormiumPCC-7375","uncultured Symploca sp.            ","KP182366",99.465,847,1,20.5763732129421,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_46","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","uncultured bacterium             ","JQ179189",100,731,1,17.7583575190799,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_505","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter","Mesoflavibacter zeaxanthinifaciens             ","JF800672",100,1588,1,38.5776631194238,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_5220","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured bacterium             ","JX559221",94.4,813,1,19.7504030957756,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_554","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","unidentified marine bacterioplankton            ","KC001693",100,1380,1,33.524669461464,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_573","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","Roseobacter sp. LZXC12            ","DQ659059",100,403,1,9.79017521229711,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_679","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Mesonia","marine metagenome             ","CEPV01068756",100,617,1,14.9889283026981,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_90","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas","uncultured bacterium             ","LC269904",100,659,1,16.0092443297861,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15260","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_900","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nautella","Nautella sp. ECSMB14104            ","LAUK01000030",100,1145,1,27.8157583575191,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_1152","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Gayadomonas","Gayadomonas sp.             ","KY416000",100,545,1,18.735929418923,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","marine sediment metagenome            ","UOTE01000255",100,1195,1,41.0815333130514,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_165","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","marine sediment metagenome            ","UOSP01000960",100,467,1,16.0544569516276,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_1840","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter","uncultured Formosa sp.            ","HM584211",100,247,1,8.49132947976879,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_186","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","unidentified marine bacterioplankton            ","KC002832",100,1084,1,37.2655917249772,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_19","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","uncultured bacterium             ","JN838374",100,959,1,32.9683602068756,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_211","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","marine metagenome             ","CEUZ01109214",100,2244,1,77.1439002129601,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_245","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unidentified marine bacterioplankton            ","KC001692",100,953,1,32.7620930940067,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_28","Bacteria","SAR324clade(MarinegroupB)","unknownclass","unknownorder","unknownfamily","unknowngenus","metagenome              ","OBEP011220317",91.176,820,1,28.1898387587466,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_36","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","marine sediment metagenome            ","UOSV01000259",100,1467,1,50.4323090964405,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_39","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas sp. I10            ","QJJN01000018",100,9137,1,314.110435047155,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_41","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","marine sediment metagenome            ","PPCM01002869",100,12086,1,415.490721022209,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_505","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter","Mesoflavibacter zeaxanthinifaciens             ","JF800672",100,804,1,27.6397931244296,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_554","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","unidentified marine bacterioplankton            ","KC001693",100,485,1,16.6732582902343,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Kodingareng Keke","NBC.LAB.15261","1",15,"119.284733","-5.102908","rubble + algae",2,"ESV_90","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas","uncultured bacterium             ","LC269904",100,377,1,12.9604502585945,"Kodingareng Keke_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_100","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","uncultured bacterium             ","FJ203605",100,960,1,17.310822455558,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_1175","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudaestuariivita","Pseudaestuariivita atlantica             ","AQQZ01000002",99.731,1243,1,22.4139086586028,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_1273","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","unknownfamily","unknowngenus","uncultured bacterium             ","KU243237",98.391,1505,1,27.1383206204321,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Actibacterium","uncultured bacterium             ","KU353917",100,1310,1,23.6220598091469,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_141","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter","uncultured bacterium             ","MG002026",100,1971,1,35.5412823540676,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_148","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","uncultured gamma proteobacterium            ","KC009913",100,1575,1,28.4005680911499,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","marine sediment metagenome            ","UOTE01000255",100,5467,1,98.5815274630581,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Escherichia coli             ","MVLY01000173",100,3343,1,60.281332780136,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_1708","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudoruegeria","Pseudoruegeria lutimaris             ","FNEK01000143",100,419,1,7.5554527175821,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_183","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudahrensia","uncultured bacterium             ","JX984101",100,1822,1,32.8544984521112,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_19","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","uncultured bacterium             ","JN838374",100,5100,1,91.9637442951521,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_242","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured Alphaproteobacteria bacterium            ","EU702821",99.731,923,1,16.6436345067501,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_270","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nautella","Leisingera sp. ANG-Vp            ","JWLD01000096",100,2124,1,38.3001946829222,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_28","Bacteria","SAR324clade(MarinegroupB)","unknownclass","unknownorder","unknownfamily","unknowngenus","metagenome              ","OBEP011220317",91.176,1136,1,20.484473239077,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_317","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","uncultured bacterium             ","GU584598",99.731,1371,1,24.7220183193438,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_32","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","Delftia acidovorans             ","JOUB01000005",100,1863,1,33.5938148278173,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_38","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","unknowngenus","uncultured Rhodobacterales bacterium            ","KX602047",98.925,12661,1,228.304503239396,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_3846","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Eikenella","Eikenella corrodens             ","LXSJ01000052",100,1863,1,33.5938148278173,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_3881","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseria","metagenome              ","FLSE01266987",100,801,1,14.4437174863562,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_46","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","uncultured bacterium             ","JQ179189",100,2107,1,37.993648868605,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_5428","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","PhormidesmisANT.LACV5.1","uncultured bacterium             ","JQ727124",99.465,1257,1,22.6663581527463,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_56","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","CyanobiumPCC-6307","Synechococcus sp. G4.1            ","DQ248003",100,3457,1,62.3369929467335,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_577","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","unknownfamily","unknowngenus","uncultured bacterium             ","DQ256712",99.462,1289,1,23.2433855679316,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_670","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","uncultured bacterium             ","DQ256711",99.732,1292,1,23.2974818881052,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_7280","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","uncultured bacterium             ","KX427375",100,876,1,15.7961254906967,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_7675","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","metagenome              ","OBEP010969143",99.189,594,1,10.7110713943765,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_782","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces viscosus C505            ","ACRE02000031",100,2085,1,37.5969425206651,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15239","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_79","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia","uncultured bacterium             ","KC878358",100,2252,1,40.6083043436632,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15242","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_141","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter","uncultured bacterium             ","MG002026",100,1955,1,29.4012350608214,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15242","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter","marine sediment metagenome            ","UOTE01000255",100,5658,1,85.0906332348479,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15242","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_16","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas fluorescens             ","LUKJ01000003",100,2271,1,34.1535574542841,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15242","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_162","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","uncultured organism             ","JN437018",98.128,15019,1,225.870664643722,"Langkai_1"
"foram","Amphistegina lobifera","Langkai","NBC.LAB.15242","1",42,"119.089104","-5.027039","rubble + algae",2,"ESV_17","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Escherichia coli             ","MVLY01000173",100,1460,1,21.9569325773909,"Langkai_1"
